html_filename,image1,image2,image3,image4,product_title,short_description,price,Product,Model,Category,Color,Device Type,Panel_Dimensions,Weight,Video Inputs,USB,Audio,Max_Resolution_&_Refresh,label,description2,Aspect Ratio,Cost,Dimensions,Warranty,Brand,Display Panel Type,Size,Pixel Per Inch,Brightness,Resolution,Refresh Rate,Contrast Ratio,Color Support,Ports,Features,Audio-out Availability,Panel Dimensions,Show_countdown,Interfaces
benq-mobiuz-27-inch-gaming-monitor-ex2710r-.html,https://www.neostore.com.np/assets/uploads/EX2710R_3.jpg,https://www.neostore.com.np/assets/uploads/EX2710R_2.jpg,https://www.neostore.com.np/assets/uploads/EX2710R.jpg,https://www.neostore.com.np/assets/uploads/EX2710R_3.jpg,BenQ MOBIUZ 27-Inch Gaming Monitor | EX2710R,MOBIUZ facilitates transformational gaming. Leave the mundane behind and immerse yourself in other worlds with completely immersive audiovisual brilliance. Take charge of your win by getting behind the wheel of the EX2710R.,"Current Price: Rs.100,800, Original Price: Rs.",BenQ,MOBIUZ EX2710R,Gaming Monitor,16.7 million color,IPS LED Monitor – 27″,425.5 - 525.5x607.7x252.1mm,7.1 KG,"HDMI V2.0 x2, Display port V1.2 x1","USB Type B, USB 3.0",2.1 Channel (2Wx2 + 5W woofer),2560x1440 @ 165Hz,,"Intensity Like Never Before Experience the rush of a race. As you race across vibrant cityscapes, engines roar and tires squeal around curves. You desire gaming fervor. BenQ MOBIUZ 27-Inch Gaming Monitor delivers on a 1000R curved VA screen with a 165Hz fast refresh rate, HDRi image enhancement, and excellent treVolo audio. Your Virtual Windshield For a real behind-the-wheel experience, wrap your field of view in 1000R curvature, exactly matching the surface curve of your eyes. Nothing can catch you off guard when the horizon is in plain view. See Everything Maintain your focus on the road, the risks, and the competitors. You don't have to pick between HDRi graphics and Racing Mode when it comes to displaying sharp, clear details in vibrant color. Authentic Audio Every sound, from screaming brakes to roaring motors, enhances your experience. So, with 2.1 channel speakers, a 5W subwoofer, and a DSP for selectable audio settings, it sounds authentic. Superior True Sound by treVolo The professionals at BenQ treVolo approach sound design from the standpoint of an audiophile. Enjoy complete acoustic enjoyment with five sound settings that provide accurate treble, rich mid-range, and thunderous bass - all without the annoyance of external speakers. Geared for Gaming BenQ MOBIUZ 27-Inch Gaming Monitor is designed to put you in control of your gameplay. With simple, configurable options, you may also customize your perfect gaming experience. TÜV Rheinland Certification TÜV Rheinland, the worldwide safety authority, certified the EX2710R as Flicker-free and with Low Blue Light, making it more friendly to the human eye.",,,,,,,,,,,,,,,,,,,
dell-19-5-inch-hd-monitor---d2020h.html,https://www.neostore.com.np/assets/uploads/D2020H_3.jpg,https://www.neostore.com.np/assets/uploads/D2020H_2.jpg,https://www.neostore.com.np/assets/uploads/D2020H.jpg,https://www.neostore.com.np/assets/uploads/D2020H_3.jpg,Dell 19.5 inch HD+ Monitor - D2020H,"19.5 inch crisp display 1600 x 900 HD+ at 60 Hz TN pannel Tilt to your need HDMI, VGA","Current Price: Rs.14,500, Original Price: Rs.",Dell,D2020H,Monitor,Black,19.5 inch LED Monitor,,2.8Kgs,"HDMI
VGA",N/a,n/a,1600 x 900 at 60Hz,," GET A CLEAR VIEW OF IMAGES, VIDEOS, AND FILES ON THIS 19.5"" MONITOR WITH A COMPACT FOOTPRINT. SEE MORE, DO MORE: With 11% more pixels than WXGA+, you can see more and do more with this HD+ monitor. REDUCE EYE FATIGUE: Minimize eye strain and distraction with this anti-glare screen. PLAY AND PLUG: Fuss-free setup and easy to use. FLEXIBLE CONNECTIVITY Instant toggle of input sources through parallel connection with both HDMI and VGA ports. CLUTTER-FREE DESK: Keep a clean desk and reduce desktop clutter thanks to the built-in PSU SCREEN CUSTOMIZATION Adjust your screen settings through easy access to the on-screen display via the front panel control buttons",,,Dimensions (with stand): Height 347.5 mm (13.68 in. ) Width 468.3 mm (18.44 in. ) Depth 167.3 mm (6.59 in. ),3 Years,,,,,,,,,,,,,,,
dell-19-lcd-monitor-d1918h.html,https://www.neostore.com.np/assets/uploads/32.jpg,https://www.neostore.com.np/assets/uploads/23.jpg,https://www.neostore.com.np/assets/uploads/12.JPG,https://www.neostore.com.np/assets/uploads/32.jpg,Dell 19 LCD Monitor | D1918H,"Dell D1918H Screen Size 18.5 inch (47 cm) HD Ready (1366 X 768) TN Panel. It has Features of Connectivity 1 VGA Port, 1 HDMI Port, Aspect Ratio 16:9, Brightness (Typical): 200 cd/m². Refresh Rate: 60 Hz, Response Time 5 ms. Viewing Angle 90 degree horizontal 65 degrees vertical. Flicker-Free Technology.","Current Price: Rs.15,425, Original Price: Rs.15,900",Dell,D1918H,Monitor,,18.5 inch LCD Monitor,438 x 342 x 147 mm,2.1 Kg,"HDMI (v 1.4), VGA",N/a,N/a,1366 x 768 at 60 Hz,,"All the essentials, and then some Maximize your workspace A slim design and enhanced cable management result in a smaller footprint, allowing for a clean, clutter-free workspace. Enhanced views ComfortView is ready for extended viewing hours, and the 1366 768 resolution is excellent for everyday work. It can cut hazardous blue light emissions by up to 60%. Versatile connections With handy connectivity choices including VGA and DP connectors, our D Series monitors can support both legacy and non-traditional systems. Your workplace will be entirely tailored to your requirements. Adapts to your needs With VESA-compatible mounts and stands, you can personalize your workstation. Improved Dell Display Manager Productive at every level For multitasking efficiency, Dell Display Manager's (DDM) Easy Arrange function allows you to rapidly tile and see your apps side by side across one or more linked screens. You'll receive even more preset layouts with the updated DDM. Seamless transitions Even if you disconnect, the auto-restore feature remembers where you left off, so programs will resume where you left them. The key to convenience Shortcut keys can help you save even more time by allowing you to quickly modify your display management settings. More ways to manage IT administrators may use asset management reports to easily record and track monitor data, as well as configure several monitors at the same time using a single configuration.",,,,,,,,,,,,,,,,,,,
dell-21-5-inch-full-hd-monitor-e2222h.html,https://www.neostore.com.np/assets/uploads/E2222H_3.jpg,https://www.neostore.com.np/assets/uploads/E2222H.jpg,https://www.neostore.com.np/assets/uploads/E2222H_2.jpg,https://www.neostore.com.np/assets/uploads/E2222H_3.jpg,Dell 21.5 Inch Full HD Monitor E2222H,"Get a wide viewing angle while saving desk space. This 21.45-inch FHD monitor has a compact stand, slim profile and eco-conscious design.","Current Price: Rs.17,575, Original Price: Rs.18,500",Dell,E2222H,Monitor,Black,22 inch LED Monitor,,5 lbs / 2.26796 Kgs,"1x DP port
			1x VGA Port",N/a,n/a,1920 x 1080 at 60Hz,," The essentials you need to be more productive  Functional, space-saving design   Dell Display Manager  Green thinking for today and tomorrow   Connectivity Options Ports & Slots:
1. Power connector | 2. DP port | 3. VGA port

Cables Included:
Power cable | DP cable",,,19.9 in x 6.7 in x 15.1 in - with stand,3 Years,,,,,,,,,,,,,,,
dell-22-inch-monitor-fhd-se2222h.html,https://www.neostore.com.np/assets/uploads/SE2222H_21.jpg,https://www.neostore.com.np/assets/uploads/SE2222H_31.jpg,https://www.neostore.com.np/assets/uploads/SE2222H1.jpg,https://www.neostore.com.np/assets/uploads/SE2222H_4.jpg,Dell 22 Inch Monitor FHD SE2222H,"Diagonal Size 21.5"" Resolution / Refresh Rate Full HD (1080p) 1920 x 1080 at 60 Hz Panel Technology VA Adjustability Tilt only Ports HDMI - (HDCP 1.4) VGA Cables 1 x HDMI cable","Current Price: Rs.17,500, Original Price: Rs.",,SE2222H,,,,,2.67Kg,,,,,, Thoughtfully designed  Easy on the eyes  Better for the environment  Connectivity Options,16:09,,19.9 in x 7 in x 15.1 in - with stand,3 Year,Dell,VA,"21.5"" (22 Inch)",103,250 cd/m²,1920 x 1080,60 Hz,3000:1 / 3000:1 (dynamic),16.7 million colors,"HDMI (HDCP 1.4)
			VGA","LED edgelight system, Flicker Free technology, Dell ComfortView, 72% sRGB (CIE 1931) color gamut",No,,,
dell-24-inch-monitor---p2422h.html,https://www.neostore.com.np/assets/uploads/P2422H.jpg,https://www.neostore.com.np/assets/uploads/P2422H_3.jpg,https://www.neostore.com.np/assets/uploads/P2422H_2.jpg,https://www.neostore.com.np/assets/uploads/P2422H.jpg,Dell 24 Inch Monitor - P2422H,"Stay productive, no matter where you work. Reduce harmful blue light with this sleek 23.8-inch FHD monitor featuring ComfortView Plus technology.","Current Price: Rs.38,700, Original Price: Rs.39,900",Dell 24 Inch Monitor - P2422H,P2422H,Monitor,16.7 million color,TFT active matrix,21.2 in x 7.1 in x 19.5 in,17.53 lbs,"1x HDMI 
			1x VGA)",-,,Full HD (1080p) 1920 x 1080 at 60 Hz,,"A better view from anywhere Comfort without sacrificing color: Optimize eye comfort with ComfortView Plus, an always-on, built-in screen that reduces potentially harmful blue light emissions while delivering excellent color accuracy. Color consistency comes standard: See consistent, vibrant colors across a wide viewing angle enabled by In-Plane Switching (IPS) technology. With 99% sRGB coverage, you get precise color right out of the box. Sleek, stylish and organized: Hide cords in the monitor riser to keep things organized. This sleek monitor has a three-sided ultrathin bezel, small base and an improved, easy-to-use cable management system. Comfort is key: Tilt, swivel, pivot and adjust the height of your monitor (150mm height adjustment range) for extra comfort during work. Designed with you in mind: Snap on the Dell Slim Soundbar (SB521A) and elevate your listening experience. Connect to Productivity Extensive connectivity: Easily connect to a variety of devices with extensive connectivity ports, including DisplayPort, HDMI, VGA and 4x SuperSpeed USB 5Gbps. Quick-access ports: Easily share and deliver content via quick-access ports conveniently placed at the front of the display. Easy navigation: Navigate the menu and adjust screen settings with the easy-to-use joystick control. Expand your efficiency: The three-sided ultrathin bezel design lets you enjoy an uninterrupted view of your content across multiple monitors. Furthermore, you can boost your productivity by up to 21% with a dual monitor setup. Green thinking for today and tomorrow Environmental standards: This monitor meets the latest regulatory and environmental standards such as EnergyStar®, EPEAT® Gold and TCO Certified Edge. Eco-conscious packaging: To reduce our manufacturing impact on the environment, this monitor is shipped Styrofoam-free and the packaging is made of at least 75% recycled cardboard. Energy conservation: Save energy when your monitor is not in use with PowerNap, a feature that dims or puts your monitor to sleep when it’s not in use.",,,,3 Years,,,,,,,,,,,,,,,
dell-24-monitor-s2421hn.html,https://www.neostore.com.np/assets/uploads/dell_monitor_3.jpg,https://www.neostore.com.np/assets/uploads/dell_monitor_2.jpg,https://www.neostore.com.np/assets/uploads/dell_monitor_1.jpg,https://www.neostore.com.np/assets/uploads/dell_monitor_3.jpg,Dell 24 Monitor | S2421HN,"23.8"" monitor with a gorgeous design that fits nicely into any room and is ready for your daily routine.","Current Price: Rs.26,100, Original Price: Rs.26,900",Dell 24 Monitor,S2421HN,Monitor,N/a,23.8 Inches LED Monitor,,7.28 lb,"2 x HDMI Port (ver 1.4), 1 x Audio line-out port",N/a,,1920 x 1080 at 75 Hz,,"Designed to fit one lifestyle Beautiful look Every room of your home will be filled with the sensation of a perfect combination of exceptional design and quality. Moreover, the monitor has it's own distinct aesthetic, with a modern, attractive design and a slightly textured pattern on the rear. Seamless switching Built-in twin HDMI connections keep your devices connected. And also makes switching between streaming and console games a breeze. Keep everything in order Dell EasyArrange helps you stay organized. This also allows you to switch between apps, emails, and windows on one screen. Experience it all Clear views with less distraction On a 23.8"" monitor, the three-sided ultrathin bezel design allows for exceptional screen clarity in 1920 x 1080 Full HD resolution. Consistent colors With In-Plane Switching (IPS) technology, you can get practically smooth images with uniform color over a wide 178°/178° viewing angle. Leisure gaming AMD FreeSync technology provides a smooth, tear-free experience with a refresh rate of up to 75Hz. Easy on the eyes The flicker-free screen on this TÜV-certified monitor comes with ComfortView, a function that decreases harmful blue light emissions. It's made to keep your eyes comfortable for long periods of time, such as during your next movie marathon.",,-,,3 Years,,,,,,,,,,,,,21.17 inches x 6.02 inches x 16.25 inches With Stand,,
dell-24-touch-monitor-p2418ht.html,https://www.neostore.com.np/assets/uploads/uploads/2020/08/187.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/08/Dell-24-Touch-Monitor-P2418HT.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/08/187.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/08/Dell-24-Touch-Monitor-P2418HT.jpg,Dell 24 Touch Monitor | P2418HT,"Swipe, tap, slide, and pinch with Dell 24 Touch Monitor | P2418HT 16:9 10-Point Touchscreen IPS Monitor from Dell. This touchscreen monitor makes it easy to interact with the content being displayed on the screen, and with the included articulating stand you can adjust the angle of the display for maximum working comfort!","Current Price: Rs.66,835, Original Price: Rs.68,900",,,,,"LED-backlit LCD monitor - 24"" - touchscreen",,,,,,,,"Work productively without sacrificing comfort On the world's greatest 24-inch Dell touch monitor A hands-on work experience Intuitive touch: The 10-point touch on the Dell 24-inch Touch Monitor (P2418HT) feature delivers a more natural and responsive experience, so you can tap, swipe, slide and pinch in a snap. With two-handed touch control across the length of the anti-glare screen, you can navigate more smoothly. Work from any position: An articulating stand converts a conventional desktop monitor to a touch screen with a downward 60-degree angle. It also has extensive tilt and swivel capabilities, allowing you to customize the screen to your needs or to a more comfortable position. When the stand is fully compressed, a protective cushion provides a sturdy buffer against bumps. See clearly: State-of-the-art Advanced In-Cell Touch technology eliminates the need for the glass screen found in traditional monitors, providing an anti-glare surface that reduces distracting reflections and fingerprints, thus the result is a smooth display with improved clarity that’s easy on the eyes. A seamless view: An ultra-thin bezel on Dell 24 Touch Monitor | P2418HT is a stylish, elegant way to achieve unobstructed views when working across multiple monitors. Outstanding usability Stunning views: The display is of remarkable quality, with a full HD resolution and an 8 million to 1 dynamic contrast ratio. See consistent colors and effectively collaborate across the 178ᵒ /178ᵒ wide viewing angle enabled by In-Plane Switching Technology. Work comfortably: Enjoy an anti-glare, flicker-free screen with ComfortView™, a feature that filters out harmful blue light emissions. additionally, it’s TUV Certified. Do more in your workday Multitask: The Dell Display Manager software lets you multitask and save time. Quickly tile and view applications side by side with the Easy Arrange feature. Customize and pre-set the color settings of your applications with Auto-Mode. Connectivity ports: Extensive connectivity ports including VGA, DP, HDMI, USB3.0, and USB2.0 allow you to easily connect to a wide range of devices.  For related products and price detail of other Dell Monitors, check out Neostore.com.np",,,21.17 in x 2.13 in x 12.65 in,3 Year Warranty,,,,,,,,,,,"USB hub,model=P2418HT",,,Yes,
dell-27-inch-curved-gaming-monitor-s2721hgf.html,https://www.neostore.com.np/assets/uploads/S2721HGF_2.jpg,https://www.neostore.com.np/assets/uploads/S2721HGF`.jpg,https://www.neostore.com.np/assets/uploads/S2721HGF_3.jpg,https://www.neostore.com.np/assets/uploads/S2721HGF_2.jpg,Dell 27 Inch Curved Gaming Monitor – S2721HGF,"27"" Full-HD curved gaming monitor with bold new design. Featuring 144Hz refresh rate and 1ms MPRT (4ms, GTG) for smooth, immersive gameplay.","Current Price: Rs.48,400, Original Price: Rs.49,900",Dell 27 Inch Curved Gaming Monitor – S2721HGF,S2721HGF,Monitor,16.7 million color,LED/TFT Active Matrix,541 x 380 x 200 mm,9 lbs,"2 x HDMI (HDCP 1.4)
DisplayPort 1.2
Audio line-out",Yes type-C,,Full HD (1080p) 1920 x 1080 at 144 Hz,," Made for mind-bending escapes Immersive action: Explore new worlds on an expansive 27” Full-HD display with remarkably vivid visuals that draw you deeper into the game. The 1500R curved screen creates a more realistic field of vision for an incredibly immersive viewing experience. Expansive views: Game with minimal distractions and a larger surface area thanks to a 3-sided ultrathin bezel. Full-speed ahead  Seamless speed: Enjoy smooth performance during high-speed action thanks to an incredibly fast 1ms Moving Picture Response Time (MPRT) that eliminates motion blur. Rapid responsiveness: An impressively speedy 144Hz refresh rate allows fast-moving visuals to be seen with incredible clarity so you can react quicker. Tear-free, stutter-free gaming NVIDIA G-SYNC Compatible Certification and AMD FreeSync™ Premium Technology minimizes graphic distortions like screen tearing and stuttering for smoother, fluid gameplay and extraordinary image quality. Evolved design. Enhanced gaming.  The new distinct, gaming-centric design favors a bolder look and gaming features that offer both functional and aesthetic benefits for gamers. Uniquely Designed: vents on the back of the monitor are engineered for enhanced heat dispersal. Stand and deliver: Game in comfort for extended periods thanks to a new slim, tapered stand with easy height and tilt adjustability. The angled base provides sturdy support and a smaller footprint, allowing for more desktop space for additional gaming accessories. Gaming-centric tools: Easily navigate and manage the on-screen display (OSD) menus with new joystick and shortcut buttons located on the back of the monitor. Customize every advantage: Three user-defined profiles give even more personalization options. The Timer, FPS Counter and Dark Stabilizer let you manage everything from frame rates to brightness to shadow control. Flicker free: Controlling the brightness using a direct current enables a flicker-free screen, giving you a more comfortable viewing experience. Game Longer: The ComfortView software solution reduces harmful blue light emissions to help reduce eye fatigue for your next marathon gaming session. Connectivity Options  Ports & Slots: 1. Power Connector | 2. Security Lock Slot | 3. Stand Lock Feature | 4. HDMI Port (HDMI 1.4) | 5. HDMI Port (HDMI 1.4) | 6. DisplayPort (1.2) | 7. Headphone Out Port Cables Included: HDMI Cable | Power Cable VESA Mount Interface: 100x100mm",,,,3 Years,,,,,,,,,,,,,,,
dell-27-inch-curved-gaming-monitor-s2722dgm.html,https://www.neostore.com.np/assets/uploads/S2722DGM_3.jpg,https://www.neostore.com.np/assets/uploads/S2722DGM_2.jpg,https://www.neostore.com.np/assets/uploads/S2722DGM.jpg,https://www.neostore.com.np/assets/uploads/S2722DGM_3.jpg,Dell 27 Inch Curved gaming monitor S2722DGM,"27 Inch Curved Display with 2ms Response time 99% sRGB color for Sharp Gaming Visuals QHD Display (2560 x 1440 ) Resolution with 165Hz Refresh rate with Display Port AMD FreeSync Premium Technology 1 x HDMI cable, 1 X DisplayPort 1.2 Cable - DisplayPort to DisplayPort","Current Price: Rs.72,075, Original Price: Rs.74,300",Dell 27 Inch Curved gaming monitor S2722DGM,S2722DGM,Monitor,16.8 million colors,Curved Gaming Monitor,,9.35lb (4.24kg),"2 x HDMI
DisplayPort",No,,2560 x 1440 With display port 165Hz /144 hz with HDMI,," Speed into victory A smoother experience: A 165Hz refresh rate allows fast-moving visuals to be seen with incredible clarity for faster reaction times. Faster reaction times means you stay ahead of the competition.
Picture-perfect: Not only is your gameplay crisper, but with a 1ms MPRT/ 2ms gray to gray response time, the pixels themselves change color almost instantaneously to eliminate motion blur.
Remarkable clarity: Stay engaged in the heat of battle with swift, responsive, stutter-free gameplay with AMD FreeSync™ Premium Technology. This monitor is enabled with gaming console VRR supportability.  Dive into the details See every detail: You won’t believe how immersive it will feel with a 27” curved QHD display that offers 77% more screen content than you’d get with Full HD.
The full spectrum: VA panel technology delivers a high 3000:1 contrast ratio for deeper blacks and brighter whites. Together with sRGB 99% color coverage, the colors are extremely vibrant across a wide viewing angle (178 degrees).
A new view: A 1500R curved screen with a 3-sided narrow border provides a truly immersive gaming experience by enhancing your field of vision, while reducing distortion, glare and reflection. Designed for gaming  Light it up: A new uniquely designed downlight provides ambient illumination for gaming in low-light environments.
Keep your cool: Vents featured on the back of the monitor are engineered for enhanced heat dispersal so you can game all day.
Win from any angle: Game in comfort for extended periods thanks to a new slim, tapered stand with easy height and tilt adjustability. The angled base provides sturdy support and a smaller footprint, allowing for more desktop space for additional gaming accessories.
Elevate your game: Three user-defined profiles offer even more personalization options. The Timer, FPS Counter and Dark Stabilizer let you manage everything from frame rates to brightness to shadow control. You can also navigate and manage the OSD menus with new joystick and shortcut buttons on the back of the monitor.
Customizable comfort: Simply snap your monitor into place using the Quick Release slots behind the monitor panel for quick and easy installation.
Flicker free: Controlling the brightness using a direct current enables a flicker-free screen, giving you a more comfortable viewing experience.
Game Longer: The ComfortView software solution reduces harmful blue light emissions to help reduce eye fatigue for your next marathon gaming session.  Connectivity Options Ports & Slots:
1. Power Connector | 2. Security Lock Slot | 3. Stand Lock | 4. Downlight | 5. HDMI 2.0 (x2) | 6. DisplayPort 1.2 | 7. Headphone Out Port

Cables Included:
1. Power cable | 2. HDMI 2.0 cable | 3. DisplayPort 1.2 cable ",,,24 in x 7.5 in x 15.5 in - with stand,3 Years,,,,,,,,,,,,,,,
dell-27-inch-fhd-monitor-s2721hn.html,https://www.neostore.com.np/assets/uploads/S2721HN_4.jpg,https://www.neostore.com.np/assets/uploads/S2721HN_2.jpg,https://www.neostore.com.np/assets/uploads/S2721HN_3.jpg,https://www.neostore.com.np/assets/uploads/S2721HN.jpg,Dell 27 Inch FHD Monitor | S2721HN,"Diagonal Size 27"" Resolution / Refresh Rate Full HD (1080p) 1920 x 1080 at 75 Hz Adjustability Tilt Ports 2 x
	
HDMI (HDCP 1.4)
Audio line-out HDMI (HDCP 1.4) Audio line-out Cables 1 x HDMI cable Panel Technology IPS","Current Price: Rs.34,500, Original Price: Rs.",,S2721HN,,,,,4.30 Kg,,,,,," Designed to fit one lifestyle Beautiful look Every space in your house will exude the feeling of a seamless blend of excellent design and style. The monitor also has its own individual look, with a modern, appealing design and a slightly textured pattern on the back.  Seamless switching Twin HDMI connectors are built-in to keep your gadgets connected. Switching between streaming and console games is also a breeze.  Keep everything in order EasyArrange from Dell helps you remain organized. You may also use one screen to flip between programs, emails, and windows. Experience it all with Dell 27 Monitor | S2721HN Clear views with less distraction The three-sided ultrathin bezel design on a 23.8"" monitor provides remarkable screen clarity in 1920 x 1080 Full HD resolution. Consistent colors You may achieve nearly smooth visuals with consistent color over a broad 178°/178° viewing angle with In-Plane Switching (IPS) technology. Leisure gaming With a refresh rate of up to 75Hz, AMD FreeSync technology ensures a smooth, tear-free experience. Easy on the eyes This TÜV-certified monitor has a flicker-free screen with ComfortView, a feature that reduces harmful blue light emissions. It's designed to keep your eyes comfy for extended periods of time, such as while you're watching a movie marathon.  Connectivity Options Ports & Slots
1. Security-lock slot | 2. Power connector | 3. HDMI 1.4 ports | 4. Audio line-out port

Cables Included
1. Power Cable | 2. HDMI Cable",16:9,,24 in x 7.4 in x 17.8 in - with stand,3 Year,Dell,LED-backlit LCD monitor / TFT active matrix,27 Inch,81.59,300 cd/m²,1920 x 1080,75 Hz,1000:1,16.7 million colors,,"LED edgelight system, Dell Easy Arrange, 3-sided bezeless, Color Gamut 99% sRGB, ComfortView Plus",Audio line-out,,,"2 x HDMI (HDCP 1.4)
Audio line-out"
dell-27-inch-gaming-monitor---g2722hs.html,https://www.neostore.com.np/assets/uploads/G2722HS.jpg,https://www.neostore.com.np/assets/uploads/G2722HS_2.jpg,https://www.neostore.com.np/assets/uploads/G2722HS_3.jpg,https://www.neostore.com.np/assets/uploads/G2722HS.jpg,Dell 27 Inch Gaming Monitor - G2722HS,"Take your gaming up a notch. Add a 27"" monitor to your set up and level up your gameplay with fluid, tear-free graphics on a super responsive screen.","Current Price: Rs.78,475, Original Price: Rs.80,900",Dell 27 Inch Gaming Monitor - G2722HS,G2722HS,Gaming Monitor,16.7 million color,LED-backlit LCD monitor / TFT active matrix IPS,,10.3 lbs,"2 x HDMI
DisplayPort 1.2
Headphones (mini-jack)",-,,Full HD (1080p) 1920 x 1080 at 165 Hz,,"Very responsive gaming  Play your best with a 1ms response time that eliminates motion blur and a 165Hz refresh rate for faster reaction times. And get built-in AMD FreeSync™Premium and NVIDIA G-Sync Compatible that ensures fluid and tear-free gameplay. Detailed visuals shine  A 27” FHD screen with 1920x1080 resolution gives you a crystal-clear and detailed gaming experience. Plus, fast IPS panel technology that supports 99% sRGB maintains stunning clarity and consistent colors from every angle to keep you completely immersed in the game. Live flicker-free Play all day with Dell ComfortView Plus, the always-on, built-in TUV low blue light hardware solution that reduces harmful blue light without sacrificing true-to-life colours Gaze with ease A height adjustable stand ensures ergonomic comfort during marathon gaming sessions. No detail too small  A multi monitor setup along with the 3-side narrow bezels provide a seamless expansive playing field that lets you see the smallest details bigger and better. Game all day With exterior vents in a bold gamified design, the G2722HS Gaming monitor adds style to your gaming setup while improving heat dispersal so you can to game uninterrupted for long hours. Three modes for your in-game advantage Sports  Measure your target game rate with ease by turning on Sports mode while playing time-based or turn-based real-time strategy games. FPS  Fine-tune the balance between in-game visuals and frame rates to evaluate the performance impact of different system configurations and graphic settings. RPG  Improve visibility with RPG mode by enhancing dark shadows in your favorite games. Connectivity Options  1. Power Connector | 2. Security Lock Slot | 3. Stand Lock Feature | 4. HDMI Port (2.0) | 5. HDMI Port (2.0) | 6. DisplayPort 1.2 | 7. Headphone Out Port VESA Mount Interface: 100x100mm",,,24.1 in x 14.3 in x 15.5 in - with stand (lowest position),3 Years,,,,,,,,,,,,,,,
dell-27-inch-monitor---p2722h.html,https://www.neostore.com.np/assets/uploads/P2722H_3.jpg,https://www.neostore.com.np/assets/uploads/P2722H_2.jpg,https://www.neostore.com.np/assets/uploads/P2722H.jpg,https://www.neostore.com.np/assets/uploads/P2722H_3.jpg,Dell 27 Inch Monitor - P2722H,"Stay productive, no matter where you work. Reduce harmful blue light with this sleek 27"" FHD monitor featuring ComfortView Plus technology.","Current Price: Rs.51,320, Original Price: Rs.52,900",Dell 27 Inch Monitor - P2722H,P2722H,Monitor,16.7 million color,LED-backlit LCD monitor / TFT active matrix,,14.93 lbs,"DisplayPort
VGA
HDMI
USB 3.2 Gen 1 upstream
4 x USB 3.2 Gen 1 downstream",N/a,,"1920 x 1080, 60Hz",,"A better view from anywhere Comfort without sacrificing color: Optimize eye comfort with Comfort View Plus, an always-on, built-in screen that reduces potentially harmful blue light emissions while delivering excellent color accuracy. Color consistency comes standard: See consistent, vibrant colors across a wide viewing angle enabled by In-Plane Switching (IPS) technology. With 99% sRGB coverage, you get precise color right out of the box. Sleek, stylish and organized: Hide cords in the monitor riser to keep things organized. This sleek monitor has a three-sided ultrathin bezel, small base, and an improved, easy-to-use cable management system. Comfort is key: Tilt, swivel, pivot and adjust the height of your monitor (150mm height adjustment range) for extra comfort during work. Designed with you in mind: Snap on the Dell Slim Soundbar (SB521A) and elevate your listening experience. Connect to productivity Extensive connectivity: Easily connect to a variety of devices with extensive connectivity ports, including DisplayPort, HDMI, VGA and 4x SuperSpeed USB 5Gbps. Quick-access ports: Easily share and deliver content via quick-access ports conveniently placed at the front of the display. Expand your efficiency: The three-sided ultrathin bezel design lets you enjoy an uninterrupted view of your content across multiple monitors. Furthermore, you can boost your productivity by up to 21% with a dual monitor setup. Dell Display Manager Productive at every level: Easy Arrange allows you to easily tile multiple applications across one or more screens with 38 pre-set window partitions and the ability to personalize up to five windows, giving you improved multitasking abilities. Seamless transitions: The auto-restore feature remembers where you left off, so applications will go back to where you left them, even after you’ve unplugged. The key to convenience: Shortcut keys can save you even more time, letting you easily configure your display management settings so you can get to work faster. More ways to manage: Asset management reports allow IT managers to quickly capture and track monitor information as well as configure multiple monitors at once through a single setup. Green thinking for today and tomorrow Environmental standards: This monitor meets the latest regulatory and environmental standards such as EnergyStar®, EPEAT® Gold and TCO Certified Edge. Eco-conscious packaging: To reduce our manufacturing impact on the environment, this monitor is shipped Styrofoam-free and the packaging is made of at least 75% recycled cardboard. Energy conservation: Save energy when your monitor is not in use with PowerNap, a feature that dims or puts your monitor to sleep when it’s not in use. Ports & Slots: 1. Security-lock slot | 2. Power connector | 3. HDMI port | 4. Stand lock | 5. DisplayPort | 6. VGA connector | 7. SuperSpeed USB 5Gbps upstream port | 8. SuperSpeed USB 5Gbps downstream port (4) Cables Included: Power cable | DisplayPort to DisplayPort cable (1.8 meters) | SuperSpeed USB 5Gbps upstream cable ",,,24 in x 7.5 in x 21 in - with stand,3 Years,,,,,,,,,,,,,,,
